person_name,website,country,industry,size,Revenue (Billion USD),Employees,Founded Year,company_name,email,phone,job_title,issues,has_issues,suggested_email,suggested_country,email_confidence,country_confidence,corrections_applied,suggested_industry,suggested_phone,is_duplicate,duplicate_group,role_function,role_confidence
Lockheed Martin,lockheedmartin.com,United States,Aerospace & Defense,Large,65.4,115000,1995,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,United States,0.0,0.0,,Aerospace & Defense,,True,email_match_0,Other,0.0
Raytheon Technologies,rtx.com,United States,Aerospace & Defense,Large,56.6,182000,1913,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,United States,0.0,0.0,,Aerospace & Defense,,True,email_match_0,Other,0.0
General Electric,ge.com,United States,Diversified Conglomerate,Large,79.6,170000,1892,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,United States,0.0,0.0,,Diversified Conglomerate,,True,email_match_0,Other,0.0
China Life Insurance,e-chinalife.com,China,Insurance,Enterprise,189.5,350000,1992,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,China,0.0,0.0,,Insurance,,True,email_match_0,Other,0.0
State Farm Mutual,statefarm.com,United States,Insurance,Large,85.4,58000,1922,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,United States,0.0,0.0,,Insurance,,True,email_match_0,Other,0.0
AXA,axa.com,France,Insurance,Enterprise,149.4,166000,1817,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,France,0.0,0.0,,Insurance,,True,email_match_0,Other,0.0
Munich Re,munichre.com,Germany,Insurance,Large,65.8,48000,1880,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,Germany,0.0,0.0,,Insurance,,True,email_match_0,Other,0.0
Allianz,allianz.com,Germany,Insurance,Enterprise,163.4,197000,1890,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,Germany,0.0,0.0,,Insurance,,True,email_match_0,Other,0.0
Ping An Insurance,pingan.com,China,Insurance,Large,197.8,775000,1988,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,China,0.0,0.0,,Insurance,,True,email_match_0,Other,0.0
Liberty Mutual,libertymutual.com,United States,Insurance,Large,48.2,50000,1912,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,United States,0.0,0.0,,Insurance,,True,email_match_0,Other,0.0
Lemonade,lemonade.com,United States,InsurTech,Medium,0.3,1200,2015,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,United States,0.0,0.0,,InsurTech,,True,email_match_0,Other,0.0
Zillow Group,zillow.com,United States,Real Estate Tech,Large,2.6,9000,2006,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,United States,0.0,0.0,,Real Estate Tech,,True,email_match_0,Other,0.0
Realogy,realogy.com,United States,Real Estate,Large,6.1,55000,1989,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,United States,0.0,0.0,,Real Estate,,True,email_match_0,Other,0.0
Marriott International,marriott.com,United States,Hospitality,Large,28.8,674000,1927,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,United States,0.0,0.0,Industry Standardization,Technology,,True,email_match_0,Other,0.0
Hilton Hotels,hilton.com,United States,Hospitality,Large,15.3,585000,1919,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,United States,0.0,0.0,Industry Standardization,Technology,,True,email_match_0,Other,0.0
Airbnb,airbnb.com,United States,Travel Technology,Large,8.4,8000,2008,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,United States,0.0,0.0,,Travel Technology,,True,email_match_0,Other,0.0
Booking.com,booking.com,Netherlands,Travel Technology,Large,17.1,30000,1997,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,Netherlands,0.0,0.0,,Travel Technology,,True,email_match_0,Other,0.0
TripAdvisor,tripadvisor.com,United States,Travel Technology,Large,2.0,3800,2000,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,United States,0.0,0.0,,Travel Technology,,True,email_match_0,Other,0.0
Expedia Group,expediagroup.com,United States,Travel Technology,Large,14.3,26000,1996,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,United States,0.0,0.0,,Travel Technology,,True,email_match_0,Other,0.0
Accor Hotels,accor.com,France,Hospitality,Large,5.7,340000,1967,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,France,0.0,0.0,Industry Standardization,Technology,,True,email_match_0,Other,0.0
Las Vegas Sands,sands.com,United States,Hospitality & Gaming,Large,13.8,55000,1952,,,,,missing_company_name;missing_email;missing_phone;missing_job_title,True,,United States,0.0,0.0,Industry Standardization,Technology,,True,email_match_0,Other,0.0
